,player_name,team_abbreviation,age,player_height_cm,player_weight_lbs,college,country,draft_year,draft_round,draft_number,games_played,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,season_categorical,season_period
12062,Richaun Holmes,SAC,28.0,208.28,235.0,Bowling Green,USA,2015.0,2.0,37.0,45,10.4,7.0,1.1,-5.8,0.0819999999999999,0.198,0.153,0.6890000000000001,0.068,2021-22,2021-22,2021
12063,Ricky Rubio,IND,31.0,187.96,190.0,,Spain,2009.0,1.0,5.0,34,13.1,4.1,6.6,9.1,0.015,0.122,0.2339999999999999,0.488,0.348,2021-22,2021-22,2021
12064,Raul Neto,WAS,30.0,187.96,180.0,,Brazil,2013.0,2.0,47.0,70,7.5,1.9,3.1,-3.3,0.01,0.089,0.18,0.5379999999999999,0.228,2021-22,2021-22,2021
12065,Rob Edwards,OKC,25.0,195.58,205.0,Arizona State,USA,,,,2,1.5,1.5,0.0,-59.1,0.0,0.214,0.2269999999999999,0.375,0.0,2021-22,2021-22,2021
12066,Robert Williams III,BOS,24.0,205.74,237.0,Texas A&M,USA,2018.0,1.0,27.0,61,10.0,9.6,2.0,10.0,0.131,0.178,0.1119999999999999,0.745,0.095,2021-22,2021-22,2021
12067,Robert Woodard II,SAS,22.0,198.12,235.0,Mississippi State,USA,2020.0,2.0,40.0,12,0.6,0.9,0.3,16.7,0.086,0.146,0.158,0.207,0.086,2021-22,2021-22,2021
12068,Robin Lopez,ORL,34.0,213.36,281.0,Stanford,USA,2008.0,1.0,15.0,36,7.1,3.5,1.5,-6.4,0.098,0.089,0.182,0.57,0.142,2021-22,2021-22,2021
12069,Rodney Hood,LAC,29.0,203.2,208.0,Duke,USA,2014.0,1.0,23.0,52,3.1,1.5,0.7,0.8,0.021,0.081,0.106,0.493,0.074,2021-22,2021-22,2021
12070,Rodney McGruder,DET,30.0,193.04,205.0,Kansas State,USA,,,,51,5.4,2.2,0.9,-3.7,0.037,0.104,0.142,0.5770000000000001,0.094,2021-22,2021-22,2021
12071,Romeo Langford,SAS,22.0,195.58,216.0,Indiana,USA,2019.0,1.0,14.0,48,4.5,2.3,0.4,1.0,0.035,0.092,0.123,0.52,0.04,2021-22,2021-22,2021
12072,Robert Covington,LAC,31.0,200.66,209.0,Tennessee State,USA,,,,71,8.5,5.5,1.3,0.6,0.03,0.1669999999999999,0.134,0.5720000000000001,0.066,2021-22,2021-22,2021
12073,Moritz Wagner,ORL,25.0,210.82,245.0,Michigan,Germany,2018.0,1.0,25.0,63,9.0,3.7,1.4,-7.2,0.0409999999999999,0.19,0.2239999999999999,0.623,0.151,2021-22,2021-22,2021
12074,Rajon Rondo,CLE,36.0,185.42,180.0,Kentucky,USA,2006.0,1.0,21.0,39,4.8,2.8,4.4,-7.8,0.02,0.118,0.152,0.496,0.366,2021-22,2021-22,2021
12075,RJ Barrett,NYK,22.0,198.12,214.0,Duke,Canada,2019.0,1.0,3.0,70,20.0,5.8,3.0,-3.3,0.025,0.136,0.268,0.511,0.146,2021-22,2021-22,2021
12076,Pat Connaughton,MIL,29.0,195.58,209.0,Notre Dame,USA,2015.0,2.0,41.0,65,9.9,4.2,1.3,-0.7,0.025,0.13,0.1369999999999999,0.62,0.067,2021-22,2021-22,2021
12077,Patrick Beverley,MIN,33.0,185.42,180.0,Arkansas,USA,2009.0,2.0,42.0,58,9.2,4.1,4.6,3.7,0.038,0.119,0.158,0.539,0.249,2021-22,2021-22,2021
12078,Patrick Williams,CHI,20.0,200.66,215.0,Florida State,USA,2020.0,1.0,4.0,17,9.0,4.1,0.9,-5.5,0.04,0.132,0.139,0.637,0.051,2021-22,2021-22,2021
12079,Patty Mills,BKN,33.0,182.88,180.0,St.Mary's College of California,Australia,2009.0,2.0,55.0,81,11.4,1.9,2.3,1.5,0.008,0.055,0.16,0.563,0.106,2021-22,2021-22,2021
12080,Paul George,LAC,32.0,203.2,220.0,Fresno State,USA,2010.0,1.0,10.0,31,24.3,6.9,5.7,4.2,0.011,0.171,0.3289999999999999,0.5379999999999999,0.286,2021-22,2021-22,2021
12081,Paul Millsap,PHI,37.0,200.66,257.0,Louisiana Tech,USA,2006.0,2.0,47.0,33,3.5,3.5,0.9,-3.5,0.096,0.182,0.158,0.4579999999999999,0.121,2021-22,2021-22,2021
12082,RJ Nembhard Jr.,CLE,23.0,193.04,200.0,TCU,USA,,,,14,1.1,0.5,0.9,-8.4,0.042,0.0559999999999999,0.16,0.38,0.3429999999999999,2021-22,2021-22,2021
12083,Paul Reed,PHI,23.0,205.74,210.0,DePaul,USA,2020.0,2.0,58.0,38,3.1,2.4,0.4,-6.2,0.1369999999999999,0.1639999999999999,0.151,0.568,0.081,2021-22,2021-22,2021
12084,Payton Pritchard,BOS,24.0,185.42,195.0,Oregon,USA,2020.0,1.0,26.0,71,6.2,1.9,2.0,2.2,0.031,0.093,0.18,0.578,0.222,2021-22,2021-22,2021
12085,Petr Cornelie,DEN,26.0,210.82,220.0,,France,2016.0,2.0,53.0,13,1.1,1.1,0.2,5.8,0.159,0.2189999999999999,0.208,0.418,0.115,2021-22,2021-22,2021
12086,Precious Achiuwa,TOR,22.0,203.2,225.0,Memphis,Nigeria,2020.0,1.0,20.0,73,9.1,6.5,1.1,1.9,0.075,0.188,0.18,0.503,0.072,2021-22,2021-22,2021
12087,Quentin Grimes,NYK,22.0,193.04,210.0,Houston,USA,2021.0,1.0,25.0,46,6.0,2.0,1.0,-3.0,0.0279999999999999,0.085,0.149,0.565,0.095,2021-22,2021-22,2021
12088,Quinndary Weatherspoon,GSW,25.0,190.5,205.0,Mississippi State,USA,2019.0,2.0,49.0,11,2.7,1.3,0.5,-8.6,0.0289999999999999,0.182,0.15,0.647,0.102,2021-22,2021-22,2021
12089,R.J. Hampton,ORL,21.0,193.04,175.0,,USA,2020.0,1.0,24.0,64,7.6,3.0,2.5,-14.5,0.015,0.12,0.18,0.481,0.179,2021-22,2021-22,2021
12090,Paul Watson,OKC,27.0,198.12,210.0,Fresno State,USA,,,,9,3.4,3.0,0.9,-17.9,0.016,0.145,0.106,0.432,0.074,2021-22,2021-22,2021
12091,Royce O'Neale,UTA,29.0,195.58,226.0,Baylor,USA,,,,77,7.4,4.8,2.5,5.3,0.027,0.12,0.098,0.608,0.104,2021-22,2021-22,2021
12092,Montrezl Harrell,CHA,28.0,200.66,240.0,Louisville,USA,2015.0,2.0,32.0,71,13.1,6.1,2.0,3.0,0.092,0.163,0.198,0.68,0.139,2021-22,2021-22,2021
12093,Mo Bamba,ORL,24.0,213.36,231.0,Texas-Austin,USA,2018.0,1.0,6.0,71,10.6,8.1,1.2,-9.6,0.077,0.214,0.17,0.5820000000000001,0.073,2021-22,2021-22,2021
12094,Mac McClung,LAL,23.0,187.96,185.0,Texas Tech,USA,,,,2,4.0,1.5,0.5,19.2,0.0,0.107,0.1639999999999999,0.621,0.059,2021-22,2021-22,2021
12095,M.J. Walker,PHX,24.0,195.58,213.0,Florida State,USA,,,,2,0.0,0.5,0.5,-19.5,0.0,0.143,0.138,0.0,0.1669999999999999,2021-22,2021-22,2021
12096,Luke Kornet,BOS,26.0,218.44,250.0,Vanderbilt,USA,,,,15,2.0,1.9,0.6,10.4,0.118,0.142,0.1119999999999999,0.506,0.108,2021-22,2021-22,2021
12097,Luke Kennard,LAC,26.0,195.58,206.0,Duke,USA,2017.0,1.0,12.0,70,11.9,3.3,2.1,3.4,0.01,0.1,0.16,0.619,0.111,2021-22,2021-22,2021
12098,Luka Garza,DET,23.0,208.28,243.0,Iowa,USA,2021.0,2.0,52.0,32,5.8,3.1,0.6,-6.3,0.13,0.1159999999999999,0.195,0.535,0.086,2021-22,2021-22,2021
12099,Luka Doncic,DAL,23.0,200.66,230.0,,Slovenia,2018.0,1.0,3.0,65,28.4,9.1,8.7,3.5,0.025,0.23,0.368,0.5710000000000001,0.4579999999999999,2021-22,2021-22,2021
12100,Luguentz Dort,OKC,23.0,190.5,215.0,Arizona State,Canada,,,,51,17.2,4.2,1.7,-8.1,0.02,0.0969999999999999,0.228,0.541,0.087,2021-22,2021-22,2021
12101,Louis King,SAC,23.0,200.66,205.0,Oregon,USA,,,,10,4.5,1.2,0.9,-11.9,0.0,0.115,0.195,0.4379999999999999,0.125,2021-22,2021-22,2021
12102,Lou Williams,ATL,35.0,187.96,175.0,,USA,2005.0,2.0,45.0,56,6.3,1.6,1.9,0.8,0.02,0.084,0.215,0.5,0.196,2021-22,2021-22,2021
12103,Lonzo Ball,CHI,24.0,198.12,190.0,UCLA,USA,2017.0,1.0,2.0,35,13.0,5.4,5.1,3.1,0.0289999999999999,0.125,0.17,0.575,0.203,2021-22,2021-22,2021
12104,Lonnie Walker IV,SAS,23.0,193.04,204.0,Miami,USA,2018.0,1.0,18.0,70,12.1,2.6,2.2,-3.0,0.01,0.095,0.2319999999999999,0.512,0.1369999999999999,2021-22,2021-22,2021
12105,Lindy Waters III,OKC,24.0,198.12,215.0,Oklahoma State,USA,,,,25,8.0,2.9,1.0,-4.7,0.012,0.14,0.166,0.562,0.078,2021-22,2021-22,2021
12106,Lindell Wigginton,MIL,24.0,185.42,189.0,Iowa State,Canada,2019.0,,,19,4.2,1.3,1.2,-11.8,0.015,0.106,0.183,0.524,0.1669999999999999,2021-22,2021-22,2021
12107,Leandro Bolmaro,MIN,21.0,198.12,200.0,,Argentina,2020.0,1.0,23.0,35,1.4,1.2,0.6,0.2,0.062,0.107,0.122,0.419,0.118,2021-22,2021-22,2021
12108,LeBron James,LAL,37.0,205.74,250.0,,USA,2003.0,1.0,1.0,56,30.3,8.2,6.2,-2.5,0.031,0.185,0.317,0.619,0.297,2021-22,2021-22,2021
12109,Lauri Markkanen,CLE,25.0,210.82,240.0,Arizona,Finland,2017.0,1.0,7.0,61,14.8,5.7,1.3,3.9,0.033,0.147,0.192,0.5820000000000001,0.062,2021-22,2021-22,2021
12110,Kris Dunn,POR,28.0,190.5,205.0,Providence,USA,2016.0,1.0,5.0,14,7.6,3.5,5.6,-12.0,0.027,0.12,0.176,0.482,0.3389999999999999,2021-22,2021-22,2021
12111,Jeremiah Robinson-Earl,OKC,21.0,203.2,242.0,Villanova,USA,2021.0,2.0,32.0,49,7.5,5.6,1.0,-9.8,0.061,0.172,0.152,0.526,0.069,2021-22,2021-22,2021
12112,Kristaps Porzingis,WAS,26.0,220.98,240.0,,Latvia,2015.0,1.0,4.0,51,20.2,8.1,2.3,0.4,0.068,0.204,0.286,0.5770000000000001,0.133,2021-22,2021-22,2021
12113,Kyle Anderson,MEM,28.0,205.74,230.0,UCLA,USA,2014.0,1.0,30.0,69,7.6,5.3,2.7,2.0,0.0409999999999999,0.196,0.156,0.506,0.162,2021-22,2021-22,2021
12114,Kyle Guy,MIA,24.0,185.42,167.0,Virginia,USA,2019.0,2.0,55.0,19,3.9,0.9,0.9,-13.6,0.02,0.069,0.182,0.526,0.149,2021-22,2021-22,2021
12115,Kyle Kuzma,WAS,26.0,205.74,221.0,Utah,USA,2017.0,1.0,27.0,66,17.1,8.5,3.5,-6.1,0.032,0.213,0.238,0.547,0.1639999999999999,2021-22,2021-22,2021
12116,Kyle Lowry,MIA,36.0,182.88,196.0,Villanova,USA,2006.0,1.0,24.0,63,13.4,4.5,7.5,5.9,0.016,0.1159999999999999,0.178,0.6,0.321,2021-22,2021-22,2021
12117,Malachi Flynn,TOR,24.0,185.42,175.0,San Diego State,USA,2020.0,1.0,29.0,44,4.3,1.4,1.6,-2.6,0.016,0.0969999999999999,0.157,0.488,0.185,2021-22,2021-22,2021
12118,Kyrie Irving,BKN,30.0,187.96,195.0,Duke,Australia,2011.0,1.0,1.0,29,27.4,4.4,5.8,5.2,0.015,0.096,0.283,0.5920000000000001,0.235,2021-22,2021-22,2021
12119,LaMelo Ball,CHA,20.0,200.66,180.0,,USA,2020.0,1.0,3.0,75,20.1,6.7,7.6,1.5,0.042,0.157,0.271,0.5539999999999999,0.341,2021-22,2021-22,2021
12120,Lamar Stevens,CLE,24.0,198.12,230.0,Penn State,USA,,,,63,6.1,2.6,0.7,-1.3,0.048,0.1119999999999999,0.1689999999999999,0.544,0.066,2021-22,2021-22,2021
12121,Lance Stephenson,IND,31.0,195.58,210.0,Cincinnati,USA,2010.0,2.0,40.0,46,8.3,2.8,3.6,-7.0,0.0139999999999999,0.149,0.2189999999999999,0.536,0.298,2021-22,2021-22,2021
12122,Landry Shamet,PHX,25.0,193.04,190.0,Wichita State,USA,2018.0,1.0,26.0,69,8.3,1.8,1.6,4.9,0.01,0.072,0.16,0.55,0.104,2021-22,2021-22,2021
12123,Langston Galloway,MIL,30.0,185.42,200.0,St. Joseph's (PA),USA,,,,7,2.0,2.6,1.7,-6.6,0.023,0.106,0.118,0.2689999999999999,0.156,2021-22,2021-22,2021
12124,Larry Nance Jr.,NOP,29.0,200.66,245.0,Wyoming,USA,2015.0,1.0,27.0,46,7.0,5.4,1.8,-1.9,0.069,0.173,0.128,0.59,0.115,2021-22,2021-22,2021
12125,LaMarcus Aldridge,BKN,36.0,210.82,250.0,Texas-Austin,USA,2006.0,1.0,2.0,47,12.9,5.5,0.9,0.1,0.071,0.16,0.2189999999999999,0.604,0.062,2021-22,2021-22,2021
12126,Malcolm Brogdon,IND,29.0,195.58,229.0,Virginia,USA,2016.0,2.0,36.0,36,19.1,5.1,5.9,-0.4,0.026,0.121,0.241,0.557,0.271,2021-22,2021-22,2021
12127,Malcolm Hill,CHI,26.0,198.12,220.0,Illinois,USA,,,,19,3.8,1.8,0.4,-7.3,0.051,0.118,0.118,0.619,0.05,2021-22,2021-22,2021
12128,Malik Beasley,MIN,25.0,193.04,187.0,Florida State,USA,2016.0,1.0,19.0,79,12.1,2.9,1.5,2.0,0.012,0.1,0.1889999999999999,0.544,0.085,2021-22,2021-22,2021
12129,Matt Thomas,CHI,27.0,190.5,190.0,Iowa State,USA,,,,40,4.0,1.3,0.5,1.1,0.0069999999999999,0.096,0.1369999999999999,0.564,0.059,2021-22,2021-22,2021
12130,Maurice Harkless,SAC,29.0,200.66,220.0,St. John's,USA,2012.0,1.0,15.0,47,4.6,2.4,0.5,-4.2,0.0139999999999999,0.114,0.1119999999999999,0.561,0.035,2021-22,2021-22,2021
12131,Max Strus,MIA,26.0,195.58,215.0,DePaul,USA,,,,68,10.6,3.0,1.4,5.6,0.016,0.1119999999999999,0.177,0.614,0.086,2021-22,2021-22,2021
12132,Maxi Kleber,DAL,30.0,208.28,240.0,,Germany,,,,59,7.0,5.9,1.2,3.9,0.047,0.182,0.131,0.537,0.067,2021-22,2021-22,2021
12133,McKinley Wright IV,MIN,23.0,180.34,192.0,Colorado,USA,,,,5,1.0,0.0,0.6,-25.8,0.0,0.0,0.0819999999999999,0.833,0.231,2021-22,2021-22,2021
12134,Melvin Frazier Jr.,OKC,25.0,195.58,215.0,Tulane,USA,2018.0,2.0,35.0,3,10.7,4.3,0.3,-38.8,0.033,0.072,0.191,0.313,0.013,2021-22,2021-22,2021
12135,Matt Ryan,BOS,25.0,200.66,215.0,Tennessee-Chattanooga,USA,,,,1,3.0,0.0,0.0,25.0,0.0,0.0,0.357,0.3,0.0,2021-22,2021-22,2021
12136,Michael Porter Jr.,DEN,24.0,208.28,218.0,Missouri,USA,2018.0,1.0,14.0,9,9.9,6.6,1.9,9.8,0.035,0.172,0.192,0.416,0.085,2021-22,2021-22,2021
12137,Mike Conley,UTA,34.0,185.42,175.0,Ohio State,USA,2007.0,1.0,4.0,72,13.7,3.0,5.3,7.7,0.023,0.079,0.2019999999999999,0.5720000000000001,0.281,2021-22,2021-22,2021
12138,Mike Muscala,OKC,30.0,208.28,240.0,Bucknell,USA,2013.0,2.0,44.0,43,8.0,3.0,0.5,1.8,0.032,0.166,0.198,0.63,0.06,2021-22,2021-22,2021
12139,Miles Bridges,CHA,24.0,200.66,225.0,Michigan State,USA,2018.0,1.0,12.0,80,20.2,7.0,3.8,2.1,0.03,0.158,0.2239999999999999,0.593,0.153,2021-22,2021-22,2021
12140,Miles McBride,NYK,21.0,185.42,195.0,West Virginia,USA,2021.0,2.0,36.0,40,2.2,1.1,1.0,13.0,0.011,0.0969999999999999,0.1369999999999999,0.3929999999999999,0.159,2021-22,2021-22,2021
12141,Mitchell Robinson,NYK,24.0,213.36,240.0,Western Kentucky,USA,2018.0,2.0,36.0,72,8.5,8.6,0.5,-2.1,0.145,0.171,0.11,0.722,0.032,2021-22,2021-22,2021
12142,Miye Oni,UTA,24.0,195.58,206.0,Yale,USA,2019.0,2.0,58.0,16,0.3,0.4,0.3,-33.3,0.024,0.118,0.095,0.265,0.179,2021-22,2021-22,2021
12143,Mikal Bridges,PHX,25.0,198.12,209.0,Villanova,USA,2018.0,1.0,10.0,82,14.2,4.2,2.3,9.8,0.027,0.089,0.149,0.627,0.084,2021-22,2021-22,2021
12144,Monte Morris,DEN,27.0,187.96,183.0,Iowa State,USA,2017.0,2.0,51.0,75,12.6,3.0,4.4,6.0,0.013,0.087,0.173,0.583,0.201,2021-22,2021-22,2021
12145,Matt Mooney,NYK,27.0,187.96,199.0,Texas Tech,USA,,,,1,0.0,0.0,0.0,-100.0,0.0,0.0,0.4,0.0,0.0,2021-22,2021-22,2021
12146,Mason Plumlee,CHA,32.0,210.82,254.0,Duke,USA,2013.0,1.0,22.0,73,6.5,7.7,3.1,0.9,0.091,0.205,0.1169999999999999,0.603,0.165,2021-22,2021-22,2021
12147,Malik Fitts,BOS,24.0,195.58,230.0,,USA,,,,15,1.4,1.1,0.3,-16.3,0.033,0.185,0.139,0.5529999999999999,0.125,2021-22,2021-22,2021
12148,Malik Monk,LAL,24.0,190.5,200.0,Kentucky,USA,2017.0,1.0,11.0,76,13.8,3.4,2.9,0.3,0.017,0.099,0.195,0.597,0.144,2021-22,2021-22,2021
12149,Malik Newman,CLE,25.0,190.5,190.0,Kansas,USA,2018.0,,,1,8.0,1.0,1.0,8.3,0.0,0.1,0.4379999999999999,0.68,1.0,2021-22,2021-22,2021
12150,Mamadi Diakite,OKC,25.0,205.74,228.0,Virginia,Guinea,,,,13,4.3,4.5,0.2,-3.2,0.084,0.216,0.136,0.54,0.018,2021-22,2021-22,2021
12151,Marcus Garrett,MIA,23.0,195.58,205.0,Kansas,USA,,,,12,1.1,1.9,0.6,5.8,0.072,0.108,0.086,0.28,0.069,2021-22,2021-22,2021
12152,Marcus Morris Sr.,LAC,32.0,203.2,218.0,Kansas,USA,2011.0,1.0,14.0,54,15.4,4.4,2.1,-4.8,0.016,0.129,0.228,0.5489999999999999,0.114,2021-22,2021-22,2021
12153,Matisse Thybulle,PHI,25.0,195.58,201.0,Washington,USA,2019.0,1.0,20.0,66,5.7,2.3,1.1,3.8,0.026,0.064,0.095,0.594,0.063,2021-22,2021-22,2021
12154,Marcus Smart,BOS,28.0,193.04,220.0,Oklahoma State,USA,2014.0,1.0,6.0,71,12.1,3.8,5.9,9.3,0.018,0.093,0.179,0.54,0.245,2021-22,2021-22,2021
12155,Markieff Morris,MIA,32.0,205.74,245.0,Kansas,USA,2011.0,1.0,13.0,17,7.6,2.6,1.4,4.5,0.059,0.089,0.1969999999999999,0.547,0.1159999999999999,2021-22,2021-22,2021
12156,Marko Simonovic,CHI,22.0,210.82,220.0,,Montenegro,2020.0,2.0,44.0,9,1.9,1.1,0.0,1.2,0.122,0.119,0.247,0.428,0.0,2021-22,2021-22,2021
12157,Markus Howard,DEN,23.0,177.8,175.0,Marquette,USA,,,,31,4.1,0.4,0.2,-4.9,0.01,0.064,0.264,0.5670000000000001,0.068,2021-22,2021-22,2021
12158,Marquese Chriss,DAL,24.0,205.74,240.0,Washington,USA,2016.0,1.0,8.0,34,4.5,3.0,0.5,-2.1,0.096,0.1969999999999999,0.205,0.518,0.079,2021-22,2021-22,2021
12159,Marvin Bagley III,DET,23.0,210.82,235.0,Duke,USA,2018.0,1.0,2.0,48,11.3,7.0,0.8,-5.6,0.084,0.2,0.191,0.551,0.049,2021-22,2021-22,2021
12160,Mason Jones,LAL,23.0,193.04,200.0,Arkansas,USA,,,,4,6.8,2.5,1.0,22.8,0.02,0.148,0.18,0.625,0.129,2021-22,2021-22,2021
12161,Markelle Fultz,ORL,24.0,193.04,209.0,Washington,USA,2017.0,1.0,1.0,18,10.8,2.7,5.5,-5.3,0.01,0.1159999999999999,0.265,0.517,0.4479999999999999,2021-22,2021-22,2021
12162,Rudy Gay,UTA,35.0,203.2,250.0,Connecticut,USA,2006.0,1.0,8.0,55,8.1,4.4,1.0,8.7,0.05,0.166,0.185,0.539,0.078,2021-22,2021-22,2021
12163,Micah Potter,DET,24.0,208.28,248.0,Wisconsin,USA,,,,3,4.0,3.0,0.0,-56.4,0.095,0.125,0.148,0.505,0.0,2021-22,2021-22,2021
12164,Rui Hachimura,WAS,24.0,203.2,230.0,Gonzaga,Japan,2019.0,1.0,9.0,42,11.3,3.8,1.1,-7.1,0.027,0.143,0.205,0.579,0.08,2021-22,2021-22,2021
12165,Justin Champagnie,TOR,21.0,198.12,206.0,Pittsburgh,USA,,,,36,2.3,2.0,0.3,7.4,0.111,0.126,0.111,0.5710000000000001,0.051,2021-22,2021-22,2021
12166,Justin Holiday,SAC,33.0,198.12,180.0,Washington,USA,,,,74,10.1,2.6,1.7,-5.1,0.0139999999999999,0.08,0.156,0.5429999999999999,0.086,2021-22,2021-22,2021
12167,Justin Jackson,PHX,27.0,203.2,220.0,UNC,USA,2017.0,1.0,15.0,7,2.1,1.0,0.3,-15.6,0.019,0.1669999999999999,0.177,0.472,0.125,2021-22,2021-22,2021
12168,Justin Robinson,DET,24.0,185.42,195.0,Virginia Tech,USA,2019.0,,,25,3.1,0.8,1.3,-17.5,0.011,0.051,0.153,0.4039999999999999,0.175,2021-22,2021-22,2021
12169,Justise Winslow,POR,26.0,198.12,222.0,Duke,USA,2015.0,1.0,10.0,48,5.7,4.2,1.8,2.1,0.06,0.177,0.178,0.479,0.155,2021-22,2021-22,2021
12170,Jusuf Nurkic,POR,27.0,210.82,290.0,,Bosnia and Herzegovina,2014.0,1.0,16.0,56,15.0,11.1,2.8,-0.1,0.1009999999999999,0.283,0.233,0.586,0.16,2021-22,2021-22,2021
12171,Juwan Morgan,BOS,25.0,200.66,232.0,Indiana,USA,,,,2,2.5,2.0,0.5,-26.2,0.061,0.065,0.04,0.833,0.043,2021-22,2021-22,2021
12172,KZ Okpala,MIA,23.0,203.2,215.0,Stanford,USA,2019.0,2.0,32.0,21,3.7,2.0,0.7,2.7,0.044,0.118,0.141,0.521,0.0819999999999999,2021-22,2021-22,2021
12173,Kai Jones,CHA,21.0,208.28,221.0,Texas-Austin,Bahamas,2021.0,1.0,19.0,21,1.0,0.5,0.2,-11.1,0.045,0.114,0.15,0.628,0.103,2021-22,2021-22,2021
12174,Karl-Anthony Towns,MIN,26.0,210.82,248.0,Kentucky,USA,2015.0,1.0,1.0,74,24.6,9.8,3.6,5.3,0.074,0.21,0.272,0.64,0.177,2021-22,2021-22,2021
12175,Keifer Sykes,IND,28.0,180.34,167.0,Wisc.-Green Bay,USA,,,,32,5.6,1.4,1.9,-4.5,0.0139999999999999,0.069,0.174,0.456,0.162,2021-22,2021-22,2021
12176,Keita Bates-Diop,SAS,26.0,203.2,229.0,Ohio State,USA,2018.0,2.0,48.0,59,5.7,3.9,0.7,0.8,0.061,0.163,0.144,0.578,0.059,2021-22,2021-22,2021
12177,Kelan Martin,BOS,26.0,195.58,230.0,Butler,USA,,,,30,5.7,1.8,0.7,-6.2,0.035,0.086,0.18,0.484,0.072,2021-22,2021-22,2021
12178,Keldon Johnson,SAS,22.0,198.12,220.0,Kentucky,USA,2019.0,1.0,29.0,75,17.0,6.1,2.1,2.1,0.031,0.148,0.21,0.574,0.091,2021-22,2021-22,2021
12179,Keljin Blevins,POR,26.0,193.04,200.0,Montana State,USA,2019.0,,,31,3.1,1.5,0.6,-27.7,0.042,0.09,0.161,0.41,0.083,2021-22,2021-22,2021
12180,Kelly Olynyk,DET,31.0,210.82,240.0,Gonzaga,Canada,2013.0,1.0,13.0,40,9.1,4.4,2.8,-4.9,0.067,0.17,0.207,0.561,0.214,2021-22,2021-22,2021
12181,Kelly Oubre Jr.,CHA,26.0,198.12,203.0,Kansas,USA,2015.0,1.0,15.0,76,15.0,4.0,1.1,-0.2,0.036,0.106,0.223,0.56,0.063,2021-22,2021-22,2021
12182,Kevon Looney,GSW,26.0,205.74,222.0,UCLA,USA,2015.0,1.0,30.0,82,6.0,7.3,2.0,6.0,0.12,0.21,0.12,0.586,0.127,2021-22,2021-22,2021
